#label:6
x,y,z
-0.9122186899185181,6.179623126983643,7.429434776306152
-0.6033572554588318,6.035966873168945,7.242681503295898
-0.5171633362770081,6.014418125152588,7.245075702667236
-0.5171633362770081,6.014418125152588,7.245075702667236
-0.4429408311843872,5.9713215827941895,7.479714393615723
-0.4908263385295868,5.815693378448486,8.27221965789795
-0.4908263385295868,5.815693378448486,8.27221965789795
-0.8810931444168091,5.755836486816406,8.868393898010254
-0.48843204975128174,5.858790397644043,8.296162605285645
-0.48843204975128174,5.858790397644043,8.296162605285645
-0.8284190893173218,5.655277252197266,8.087860107421875
-0.6895511150360107,5.506832122802734,7.989695072174072
-0.6105400919914246,5.616968631744385,8.126168251037598
-0.7206767201423645,5.648094177246094,8.382355690002441
-0.7757450342178345,5.612180233001709,8.186025619506836
-0.7206767201423645,5.64091157913208,8.032792091369629
-0.7278595566749573,5.6887969970703125,7.824490070343018
-0.5387118458747864,5.674431324005127,7.776604652404785
-0.4716721475124359,5.569083213806152,7.568302631378174
-0.5267404317855835,5.652883052825928,7.688016414642334
-0.2178790122270584,5.502043724060059,7.810124397277832
-0.3256213665008545,5.432609558105469,8.157294273376465
-0.6249057054519653,5.214730739593506,8.518829345703125
-0.11013664305210114,4.855589389801025,8.808537483215332
-0.42857518792152405,5.205153465270996,8.743891716003418
-0.8188419938087463,5.245856285095215,8.674457550048828
-0.6296942830085754,5.056708335876465,9.129369735717773
-0.7230709791183472,4.642498970031738,9.220352172851562
-0.8739103078842163,4.45095682144165,9.462174415588379
-0.47646069526672363,4.927417755126953,8.597841262817383
-0.4070267081260681,5.379935264587402,7.606611251831055
-0.8284190893173218,5.243461608886719,7.778998851776123
-0.6273000240325928,5.025582790374756,8.916279792785645
-0.56504887342453,4.546727657318115,8.909096717834473
-0.6392713785171509,4.498842239379883,9.708784103393555
-0.2609759569168091,4.544333457946777,8.854028701782227
-0.06703969836235046,4.616161823272705,7.934626579284668
-0.2490045726299286,4.95136022567749,7.915472507476807
-0.9122186899185181,5.07107400894165,8.080677032470703
-0.821236252784729,4.980091571807861,8.506858825683594
-0.6392713785171509,4.867560863494873,8.676852226257324
-0.28731298446655273,3.7039430141448975,8.784594535827637
-0.25618740916252136,3.2945220470428467,9.086273193359375
0.2130904644727707,4.240260601043701,8.430241584777832
-0.6440598964691162,4.611373424530029,9.452596664428711
-0.7446194887161255,4.369551658630371,9.826104164123535
-0.5027977228164673,2.9234094619750977,9.129369735717773
-0.07901106774806976,2.9353809356689453,9.04317569732666
0.2849186956882477,4.087027072906494,8.87078857421875
-2.231464147567749,3.967313289642334,8.482915878295898
-1.2162915468215942,6.201171875,7.355212211608887
-1.2186858654022217,3.6680290699005127,8.23151683807373
-2.695953369140625,3.725491523742676,10.242707252502441
-1.8196488618850708,3.3543789386749268,10.496500968933105
-2.3703320026397705,3.1388943195343018,9.66329288482666
-1.8962656259536743,3.438178539276123,8.80374813079834
-1.0103839635849,3.725491523742676,8.715160369873047
-1.4174107313156128,3.416630268096924,8.885153770446777
-0.7565908432006836,3.536343812942505,8.832479476928711
-0.7565908432006836,3.536343812942505,8.832479476928711
-1.6688095331192017,3.1508655548095703,8.674457550048828
-1.2809370756149292,3.2131168842315674,8.746285438537598
-1.0199611186981201,3.476486921310425,9.045570373535156
-1.2474172115325928,3.318464994430542,9.699207305908203
-1.6807808876037598,2.851581335067749,9.964971542358398
-2.4924399852752686,2.4349775314331055,9.028810501098633
-2.2434353828430176,2.8731298446655273,8.71276569366455
-1.532335877418518,2.7701759338378906,8.87318229675293
-1.07024085521698,2.9641122817993164,9.605830192565918
-1.501210331916809,3.1197400093078613,9.617801666259766
-2.08062481880188,1.9848538637161255,10.02243423461914
-0.33519846200942993,2.8946783542633057,10.570723533630371
-1.0008069276809692,2.8348214626312256,10.479741096496582
-2.7079248428344727,1.6831752061843872,10.25228500366211
0.1412622183561325,1.5850099325180054,7.910684108734131
-0.5818088054656982,3.0263633728027344,10.5419921875
1.0415095090866089,2.015979290008545,9.284997940063477
0.596174418926239,2.0902018547058105,9.074301719665527
-0.5842030644416809,3.691971778869629,8.588263511657715
0.4597007632255554,3.565075159072876,9.534002304077148
0.26337021589279175,3.4525442123413086,9.110215187072754
-1.1205205917358398,3.167625665664673,8.861210823059082
-1.252205729484558,3.5554981231689453,7.699987888336182
-0.3471698462963104,2.9976320266723633,9.553156852722168
-2.1189332008361816,3.256213665008545,8.995290756225586
-1.934574007987976,3.5435266494750977,7.635342597961426
-1.831620216369629,4.1373066902160645,7.525205612182617
-0.8834874033927917,3.7374629974365234,10.245101928710938
-0.8834874033927917,3.7374629974365234,10.245101928710938
-0.8882759809494019,3.744645833969116,11.787014961242676
-1.2569942474365234,3.284945011138916,10.082291603088379
-1.2569942474365234,3.284945011138916,10.082291603088379
-1.831620216369629,2.9880549907684326,8.0830717086792
-0.8619389533996582,3.1772027015686035,8.755863189697266
-0.8619389533996582,3.1772027015686035,8.755863189697266
-1.4389591217041016,3.4549386501312256,7.951386451721191
-1.4198049306869507,3.3232533931732178,9.605830192565918
-1.2809370756149292,3.4908525943756104,9.383162498474121
-1.9656996726989746,3.6728174686431885,9.5435791015625
-1.659232497215271,3.806896924972534,8.669669151306152
-1.0295381546020508,3.8260512351989746,8.947404861450195
-2.2745611667633057,3.2466366291046143,9.313729286193848
-1.283331274986267,3.1508655548095703,8.348835945129395
-1.5107873678207397,4.78136682510376,9.033598899841309
-1.9728823900222778,3.806896924972534,8.04236888885498
-1.5874042510986328,4.573064804077148,9.498087882995605
-1.1684061288833618,4.388705730438232,7.8580098152160645
-1.1899546384811401,3.8595709800720215,9.409500122070312
-1.0247496366500854,3.658451795578003,9.148524284362793
-0.7805336117744446,3.814079761505127,8.537983894348145
-0.4908263385295868,3.186779737472534,10.458192825317383
-0.8595446348190308,3.6704232692718506,8.616994857788086
0.03830839693546295,3.4597270488739014,9.962577819824219
-0.9337671995162964,2.9641122817993164,9.962577819824219
-1.2186858654022217,3.962524890899658,8.415876388549805
-0.47646069526672363,3.505218267440796,7.910684108734131
-0.7158881425857544,5.317684173583984,7.731113433837891
-0.6823683381080627,4.685595989227295,7.6712565422058105
-1.4700847864151,4.163643836975098,9.49329948425293
-1.1157320737838745,4.070267200469971,10.146936416625977
-1.053480863571167,3.967313289642334,10.034405708312988
-1.2043201923370361,3.7590115070343018,9.37358570098877
-0.8379961848258972,3.8978793621063232,9.06472396850586
-0.6129343509674072,3.8667538166046143,8.475732803344727
-0.8044763207435608,3.8906965255737305,8.705583572387695
-0.7733507752418518,3.8260512351989746,9.170072555541992
-0.2657645046710968,3.7637999057769775,9.016839027404785
-2.4613144397735596,3.1819913387298584,8.794171333312988
-1.843591570854187,3.4333901405334473,9.914691925048828
-1.8603515625,4.003227710723877,8.573898315429688
-2.1883671283721924,3.6488747596740723,7.913078308105469
-0.5171633362770081,4.668835639953613,8.628966331481934
-0.3663240373134613,4.285751819610596,8.985713005065918
-1.939362645149231,3.816473960876465,8.877970695495605
-1.4198049306869507,3.6129605770111084,9.28260326385498
-1.3791022300720215,4.154066562652588,8.765439987182617
-1.3455824851989746,4.359974384307861,8.502069473266602
-1.3455824851989746,4.359974384307861,8.502069473266602
-2.48046875,4.539545059204102,9.148524284362793
-1.381496548652649,3.0311520099639893,9.771035194396973
-1.381496548652649,3.0311520099639893,9.771035194396973
0.5913859009742737,4.127729892730713,8.377567291259766
0.5913859009742737,4.127729892730713,8.377567291259766
-0.24421602487564087,4.058295726776123,8.566715240478516
-0.24421602487564087,4.058295726776123,8.566715240478516
1.7573976516723633,3.8332340717315674,10.635368347167969
0.6919454336166382,3.3591675758361816,9.919480323791504
1.0486923456192017,3.909850835800171,8.454184532165527
-0.004788549616932869,2.9234094619750977,8.06391716003418
0.50519198179245,3.9888617992401123,9.768641471862793
0.40942099690437317,2.76059889793396,9.572310447692871
-0.7877163887023926,4.814886569976807,8.877970695495605
-0.7877163887023926,4.814886569976807,8.877970695495605
0.07422251999378204,4.515602111816406,9.069513320922852
-1.3958622217178345,4.525179386138916,7.609005451202393
-1.4940274953842163,3.816473960876465,8.710371971130371
-0.6823683381080627,3.471698522567749,8.99050235748291
-0.6823683381080627,3.471698522567749,8.99050235748291
-1.2138973474502563,3.653663396835327,10.072713851928711
-1.333611011505127,3.5243725776672363,9.648927688598633
-1.2019259929656982,4.2642035484313965,9.23232364654541
-1.4198049306869507,4.1708269119262695,9.153312683105469
-2.2099156379699707,3.8571767807006836,8.796566009521484
-2.2099156379699707,3.8571767807006836,8.796566009521484
-1.3910737037658691,3.9792847633361816,8.767834663391113
-1.7406377792358398,3.7422516345977783,8.576292037963867
-1.7406377792358398,3.7422516345977783,8.576292037963867
-0.9074301719665527,4.218712329864502,9.2802095413208
-0.6225114464759827,4.089421272277832,9.268238067626953
-0.8882759809494019,3.9433705806732178,9.287391662597656
-0.6416656374931335,3.6991546154022217,9.055147171020508
-1.3479766845703125,3.6369035243988037,9.361614227294922
-0.7326480746269226,3.9146392345428467,8.528407096862793
-0.7326480746269226,3.9146392345428467,8.528407096862793
-0.04549122229218483,3.8045027256011963,9.014444351196289
-0.04549122229218483,3.8045027256011963,9.014444351196289
-0.5147690773010254,3.9481592178344727,9.18443775177002
1.1157320737838745,3.960130453109741,9.80455493927002
-0.8499675393104553,3.191568374633789,8.789382934570312
-1.4748733043670654,2.9401695728302,8.435029983520508
-1.5251530408859253,2.8108785152435303,10.146936416625977
-1.2905141115188599,3.258608102798462,9.273026466369629
-1.4221992492675781,3.414235830307007,9.167677879333496
-1.223474383354187,3.416630268096924,9.136552810668945
-0.6895511150360107,3.4932470321655273,9.2802095413208
-0.9194015264511108,3.502824068069458,9.249083518981934
-1.0415095090866089,3.502824068069458,9.165284156799316
-1.2019259929656982,3.476486921310425,8.954587936401367
-1.4916331768035889,3.50042986869812,8.99289608001709
-0.84517902135849,3.6345090866088867,8.911490440368652
-0.28013014793395996,3.838022470474243,9.021627426147461
-0.22027328610420227,3.9218220710754395,8.674457550048828
-0.14605076611042023,3.8045027256011963,8.861210823059082
-0.371112585067749,3.725491523742676,9.103033065795898
-0.5171633362770081,3.6752119064331055,8.815719604492188
-0.45730647444725037,3.938581943511963,9.390345573425293
-0.15083931386470795,3.878725290298462,9.014444351196289
-0.8188419938087463,3.5842294692993164,8.954587936401367
-0.4956148862838745,3.806896924972534,8.868393898010254
-0.6296942830085754,3.842811107635498,8.767834663391113
-0.6296942830085754,3.842811107635498,8.767834663391113
-0.5506832003593445,3.8883023262023926,9.356825828552246
-0.5506832003593445,3.8883023262023926,9.356825828552246
-0.9170072674751282,3.9744961261749268,8.758256912231445
-0.4956148862838745,3.4932470321655273,9.454991340637207
-0.4956148862838745,3.4932470321655273,9.454991340637207
-0.7781392931938171,3.5195839405059814,9.205986976623535
-0.43336373567581177,3.7733771800994873,9.138946533203125
-0.33519846200942993,3.596200704574585,9.024022102355957
-0.7087053656578064,2.293715238571167,8.80135440826416
-0.7206767201423645,3.7566170692443848,8.719948768615723
-0.6225114464759827,3.849993944168091,9.239506721496582
-0.6225114464759827,3.849993944168091,9.239506721496582
-0.6847625970840454,3.725491523742676,9.208380699157715
-0.7326480746269226,3.6800003051757812,9.284997940063477
-0.7805336117744446,3.687183141708374,9.605830192565918
-0.483643501996994,3.6800003051757812,9.083878517150879
-1.1109435558319092,3.4956412315368652,8.80374813079834
-0.6632141470909119,3.445361375808716,9.275420188903809
-0.8379961848258972,3.7614057064056396,8.463761329650879
-0.8308133482933044,3.900273561477661,9.227535247802734
-0.6847625970840454,3.505218267440796,9.059935569763184
-0.4381522834300995,3.6081721782684326,8.880365371704102
-0.2178790122270584,3.6776061058044434,9.644139289855957
-0.797293484210968,3.50042986869812,8.664880752563477
-0.8691217303276062,3.687183141708374,9.16288948059082
-0.5889915823936462,3.8571767807006836,8.949799537658691
-0.3830839693546295,3.565075159072876,9.28260326385498
-0.3830839693546295,3.565075159072876,9.28260326385498
-0.49322059750556946,3.5435266494750977,9.026415824890137
-0.6273000240325928,3.569863796234131,8.978530883789062
-0.6225114464759827,3.696760416030884,9.124581336975098
-0.24421602487564087,3.064671754837036,9.028810501098633
-1.1277034282684326,3.378321647644043,8.918673515319824
-0.3016786277294159,4.03195858001709,8.722343444824219
-0.33998700976371765,3.5722579956054688,9.40231704711914
-0.4908263385295868,3.6464805603027344,8.772623062133789
-0.2944957911968231,3.7039430141448975,9.287391662597656
-0.2944957911968231,3.7039430141448975,9.287391662597656
-0.8834874033927917,3.445361375808716,8.956981658935547
-0.8834874033927917,3.445361375808716,8.956981658935547
-0.42378664016723633,3.4525442123413086,9.004867553710938
-0.36871832609176636,3.4645156860351562,8.99289608001709
0.11013664305210114,3.787742853164673,9.06233024597168
0.023942748084664345,3.60098934173584,8.952193260192871
-0.5315290093421936,3.3950817584991455,9.117398262023926
-0.4142095446586609,3.4190244674682617,8.899519920349121
-0.8092648983001709,3.442967176437378,9.119792938232422
-0.8284190893173218,3.378321647644043,9.059935569763184
-0.7518022656440735,3.378321647644043,9.06233024597168
-0.8236305117607117,3.2610023021698,9.035993576049805
-0.8236305117607117,3.2610023021698,9.035993576049805
-1.0271438360214233,3.1508655548095703,8.688823699951172
-1.4078335762023926,3.1388943195343018,8.664880752563477
-1.8771114349365234,3.0598831176757812,9.548367500305176
