# x_rms,y_rms,z_rms,x_mean,y_mean,z_mean,x_std,y_std,z_std,label
1.060298857325998600e-01,3.722002332962757176e-01,9.220762710674913487e-01,-1.944162305641853813e-02,3.712859987684609675e-01,9.219889131898689749e-01,1.042322405083970088e-01,2.607145535463041564e-02,1.269226617644653166e-02,0.000000000000000000e+00
8.425901622765953614e-02,4.387333643143417339e-01,8.946582885223642867e-01,-3.126920067148786925e-02,4.377872933697486424e-01,8.945786823431549628e-01,7.824205330267870739e-02,2.879671381547763143e-02,1.193458499280509490e-02,0.000000000000000000e+00
1.260583054614755616e-01,4.415023415536843965e-01,8.883608422408064698e-01,-1.196011408772539170e-01,4.394408826247520605e-01,8.881591309565344261e-01,3.982792332871432778e-02,4.261488326119282355e-02,1.892997953852426987e-02,0.000000000000000000e+00
1.770986957396676886e-01,4.294852973946017838e-01,8.855384979147882252e-01,-1.760891347816411212e-01,4.291947870897181994e-01,8.854704599088470962e-01,1.888291938616500423e-02,1.579415756351063710e-02,1.097706326819910226e-02,0.000000000000000000e+00
1.468158468059060362e-01,4.093075144516366004e-01,9.005067827285300197e-01,-1.460484781246496888e-01,4.081836041913950996e-01,9.004108953265698156e-01,1.499116108942183390e-02,3.031149379194678778e-02,1.314097855156693383e-02,0.000000000000000000e+00
1.528805521269528955e-01,3.926470461052434802e-01,9.068935075113200295e-01,-1.512584335182579343e-01,3.924791406225930923e-01,9.068771523724752370e-01,2.221147244656912836e-02,1.148159358817450043e-02,5.446509981177459145e-03,0.000000000000000000e+00
1.337138906084160417e-01,4.144835739459512003e-01,9.001799611118611599e-01,-1.332195018876353443e-01,4.141515448464834215e-01,9.001548312218060621e-01,1.148776995111657102e-02,1.658707244452979970e-02,6.726233373434557447e-03,0.000000000000000000e+00
1.054137419970322675e-01,3.901043097235928347e-01,9.147166613401455093e-01,-1.024253226702208086e-01,3.896523730199537572e-01,9.146553281379241618e-01,2.492208413672570774e-02,1.877233775638099608e-02,1.059250877594907804e-02,0.000000000000000000e+00
1.287167312401639174e-01,4.126191118716996398e-01,9.017635342023192502e-01,-1.174767703305948791e-01,4.098719755926384933e-01,9.015571083946274378e-01,5.260423304112750442e-02,4.753414673240467792e-02,1.929383114302201871e-02,0.000000000000000000e+00
3.719416041456569816e-02,4.103876613480583191e-01,9.111523263671814643e-01,-2.194073361424851362e-02,4.093070072770473300e-01,9.110473436419922466e-01,3.003347761104317379e-02,2.976249956968914437e-02,1.383110578357245324e-02,0.000000000000000000e+00
9.645798817558182137e-02,3.995071861739855623e-01,9.116413026582679269e-01,-9.081653058348182483e-02,3.973159501793149251e-01,9.115085230473550792e-01,3.250386524184771531e-02,4.178549434628840709e-02,1.555882786372581907e-02,0.000000000000000000e+00
6.557068069207136474e-02,4.241331139100500969e-01,9.032228891688600658e-01,-4.642569441446346007e-02,4.237151257170685414e-01,9.031763704900442891e-01,4.630517319432503331e-02,1.882526370610531144e-02,9.166859166219766542e-03,0.000000000000000000e+00
7.770100525459980312e-02,4.033927389352593984e-01,9.117219159133633788e-01,-4.234404968854910828e-02,4.033608956853420024e-01,9.117175176922011071e-01,6.514927224113120641e-02,5.068496582717588184e-03,2.831941013703880624e-03,0.000000000000000000e+00
7.676206237305158164e-02,3.738004150473228648e-01,9.243272339873390697e-01,-1.157474040803889263e-02,3.725118390393357681e-01,9.242286711660360199e-01,7.588438313810540181e-02,3.101096685179048629e-02,1.349810673197741201e-02,0.000000000000000000e+00
1.112491749120630563e-01,3.280017500209246317e-01,9.381036579528917452e-01,8.309213991293566692e-02,3.221072104785800971e-01,9.379462380266684329e-01,7.397347634999944244e-02,6.190390112502465458e-02,1.718509924952879575e-02,0.000000000000000000e+00
1.053473778665082738e-01,4.137452223549598074e-01,9.042769603142037926e-01,-9.174261039264158812e-02,4.124091844962989861e-01,9.041360861623687351e-01,5.178188352785992321e-02,3.322308782537727878e-02,1.596116080019218189e-02,0.000000000000000000e+00
9.353356534634814368e-02,4.455376937204203469e-01,8.903637659001456539e-01,-8.160570900656016757e-02,4.448233609043792947e-01,8.902768183182013795e-01,4.570597448842114024e-02,2.521932036045751099e-02,1.244276468915338739e-02,0.000000000000000000e+00
7.475301996795485904e-02,4.337302612582270012e-01,8.979365492475182009e-01,-4.414032972478352385e-02,4.323441002033325264e-01,8.977986948608677187e-01,6.032947278169144972e-02,3.464849997475529658e-02,1.573372113211518944e-02,0.000000000000000000e+00
8.738259074105592106e-02,4.417422676685027194e-01,8.928762802261409615e-01,-6.345114054275309556e-02,4.403204445999440719e-01,8.926774349046562307e-01,6.008052869643096261e-02,3.541379833085751133e-02,1.884274402822713051e-02,0.000000000000000000e+00
1.004935850161578215e-01,4.459982427515810088e-01,8.893742782614652009e-01,-9.994778409104686234e-02,4.458086420979350817e-01,8.893515593081021686e-01,1.045949734400366052e-02,1.300335219446692621e-02,6.356948115973599066e-03,0.000000000000000000e+00
7.229186189625742831e-02,4.154593699232205228e-01,9.067344697575873136e-01,3.776086667235378780e-02,4.143746166000171205e-01,9.066166002897676490e-01,6.164600753155290158e-02,3.000275278350563596e-02,1.461980593567832436e-02,0.000000000000000000e+00
1.370975122330368168e-01,4.965190904517257642e-01,8.571307163767398762e-01,-8.339847108394425612e-02,4.928280185093095178e-01,8.557650860614146593e-01,1.088137072309743186e-01,6.042972244844972696e-02,4.836509521135028827e-02,0.000000000000000000e+00
1.628709279193729653e-01,5.704416098338582763e-01,8.050275961784407741e-01,-1.491699045057571782e-01,5.696737869279764332e-01,8.045724901727924205e-01,6.538561578100242355e-02,2.958727288856184343e-02,2.706545152016625461e-02,0.000000000000000000e+00
1.001958505275702405e-01,4.442493474040429269e-01,8.902827128885176799e-01,-6.536831472555650058e-02,4.437064460133282595e-01,8.902005068790374009e-01,7.593544556321368821e-02,2.195614800322342325e-02,1.209819905786521134e-02,1.000000000000000000e+00
6.730823364555625632e-02,4.343564335023256118e-01,8.982227398360915771e-01,-5.946792264997787653e-02,4.332433201383108501e-01,8.980822425216432592e-01,3.152720241602539192e-02,3.107630738027378908e-02,1.588634715569709963e-02,1.000000000000000000e+00
1.330376420814615990e-01,4.218892782315121215e-01,8.968335535107385681e-01,9.341586388826716991e-02,4.208324248747163376e-01,8.967829733990977381e-01,9.472323149367223305e-02,2.984347936773574031e-02,9.524774232066077900e-03,1.000000000000000000e+00
1.511011709294271255e-01,2.889156269680870914e-01,9.453550637921146471e-01,1.438274342156705132e-01,2.870254680588537610e-01,9.452746095986865882e-01,4.631666031981277604e-02,3.299424483086091375e-02,1.233325121141719445e-02,1.000000000000000000e+00
1.825950976013591687e-01,2.277559802260124833e-01,9.564445848052245402e-01,1.760477093029988171e-01,2.145602482966342262e-01,9.563767934200765319e-01,4.845795824440711497e-02,7.639820926957950620e-02,1.138739701469940885e-02,1.000000000000000000e+00
1.600876186668113432e-01,3.714025567983945675e-01,9.145666160281626933e-01,1.542901846617577288e-01,3.608050380933939816e-01,9.138417707852344307e-01,4.269173886656653372e-02,8.808849915175781531e-02,3.640485024432833089e-02,1.000000000000000000e+00
4.287575262712687435e-02,3.281807244134324342e-01,9.436413947894254362e-01,2.941894259003682496e-02,3.183024033021489840e-01,9.433590420262235599e-01,3.119063930455248657e-02,7.991350279271584867e-02,2.308245627089553983e-02,1.000000000000000000e+00
1.518704902334913898e-01,4.191581051258516100e-01,8.951211298497787627e-01,1.505657982662009786e-01,4.163029581391183842e-01,8.947398917698715648e-01,1.986419382262142805e-02,4.884018977557220975e-02,2.612208221376915995e-02,1.000000000000000000e+00
1.314250993478865426e-01,4.233378480775169539e-01,8.963885929921772133e-01,-2.978680003490164277e-02,4.209801890163276661e-01,8.961145525688815061e-01,1.280050908451794145e-01,4.461629826285229417e-02,2.216344559784007295e-02,1.000000000000000000e+00
2.358133890733829230e-01,3.752435150500562644e-01,8.964286641705537795e-01,-2.283199579177177807e-01,3.695889365000933346e-01,8.959569246191873004e-01,5.897415775342841615e-02,6.489771647640481256e-02,2.907815629525965437e-02,1.000000000000000000e+00
1.892976163797795708e-01,4.834806997237668380e-01,8.546419281942294610e-01,-1.809973540013608273e-01,4.828871537970048089e-01,8.544381852046282200e-01,5.543956539847932907e-02,2.394960757947866073e-02,1.866046869111238904e-02,1.000000000000000000e+00
1.477260409664851171e-01,6.005918648191956866e-01,7.857903210993180121e-01,-1.002841950735958026e-01,5.965435356343654627e-01,7.837297063480456183e-01,1.084714865670818873e-01,6.961607702140049092e-02,5.686981731090386127e-02,1.000000000000000000e+00
1.839015567360892389e-01,5.415264502151014847e-01,8.203226933027478740e-01,1.310411494152152745e-01,5.376827485361321823e-01,8.198303156333808239e-01,1.290271278836209179e-01,6.440619697823504741e-02,2.841785910207525814e-02,1.000000000000000000e+00
2.499097239076645549e-01,4.968427514501118636e-01,8.310790637646199297e-01,2.368451128846904563e-01,4.843427921262113967e-01,8.275248593373474293e-01,7.974498483442941932e-02,1.107464644307130930e-01,7.677901670756473451e-02,1.000000000000000000e+00
1.472816160000903762e-01,6.237054461557446361e-01,7.676585452035726842e-01,1.172621484689590349e-01,6.215018054901294553e-01,7.660287944575951968e-01,8.911488623143656862e-02,5.238310163445624584e-02,4.999528063636388131e-02,1.000000000000000000e+00
8.461896853088576864e-02,5.559680670282730608e-01,8.268852028000106547e-01,7.206050495015896284e-02,5.539370553402825914e-01,8.262133652343268686e-01,4.435824006381625106e-02,4.747873498831770012e-02,3.332587159825764478e-02,1.000000000000000000e+00
2.026342150578419044e-01,6.216216973348266395e-01,7.566543730729781148e-01,1.615058484165396158e-01,6.121374061759591312e-01,7.480905667927691960e-01,1.223784541468041637e-01,1.081726885937467075e-01,1.135180345413662889e-01,1.000000000000000000e+00
1.691232010211287662e-01,5.558999299144948836e-01,8.138627714777389999e-01,9.833911044954032551e-03,5.075717238876710224e-01,7.884311252745611620e-01,1.688370555215680802e-01,2.267061472228711350e-01,2.018637448768736964e-01,1.000000000000000000e+00
6.462571656412056942e-02,3.820202389375553231e-01,9.218915629295383329e-01,3.321533459043148062e-02,3.666046582963267131e-01,9.205666401333810756e-01,5.543667368693521585e-02,1.074266609056633431e-01,4.940763983641749402e-02,1.000000000000000000e+00
7.720434284458159435e-02,4.666584478889018728e-01,8.810615088969994124e-01,-5.531918277712908477e-02,4.640676064986514748e-01,8.806874982894853376e-01,5.385442016152696548e-02,4.910563699507122098e-02,2.566929715565099621e-02,1.000000000000000000e+00
1.169055301726002055e-01,4.479624994296528828e-01,8.863761594942644040e-01,-1.110373092680220636e-01,4.379821262786947056e-01,8.843669318461326867e-01,3.657347311172896853e-02,9.403221764722587139e-02,5.964751442314374097e-02,1.000000000000000000e+00
4.985646139020661477e-02,4.986680468795151588e-01,8.653580254894598367e-01,-3.699574397063901902e-03,4.970490039015036388e-01,8.649766737929464044e-01,4.971900935893385637e-02,4.015107344957707242e-02,2.568785847647161655e-02,1.000000000000000000e+00
2.013721667106764257e-01,3.168477195551102077e-01,9.268531561617373571e-01,1.080138259443506193e-01,3.100656887979367782e-01,9.249825572736964929e-01,1.699522372039155571e-01,6.520541402011652277e-02,5.885611120679464653e-02,1.000000000000000000e+00
7.691693355386060305e-02,2.580114765719305203e-01,9.630752116474824431e-01,-4.216392180836509712e-02,2.038546693786211783e-01,9.622471700417579710e-01,6.433053990965006963e-02,1.581556063355356312e-01,3.992802319764151425e-02,1.000000000000000000e+00
2.751370732179361234e-01,2.804323431993239746e-01,9.195962656670615409e-01,-7.192995544085591109e-02,2.568875981298063826e-01,9.168057319358520196e-01,2.655682408896222757e-01,1.124769355884241567e-01,7.158590446708888722e-02,1.000000000000000000e+00
1.119489255374794545e-01,3.162467899855023745e-01,9.420485156799883741e-01,5.409156116685607391e-02,3.105651212143517026e-01,9.418189697607380895e-01,9.801359568717182835e-02,5.967694413464468689e-02,2.079504974005271650e-02,1.000000000000000000e+00
2.137483549550054374e-01,4.948200728152953309e-01,8.422972968572883801e-01,-1.004702494551914377e-01,4.749061668078711773e-01,8.352264904384822941e-01,1.886639558060378419e-01,1.389641579285411932e-01,1.089102656452119178e-01,1.000000000000000000e+00
8.872679336207360545e-02,3.882076115432064878e-01,9.172907971192137966e-01,-2.315158066254306354e-02,3.528439593799088669e-01,9.144956420754195570e-01,8.565306867323477236e-02,1.618835692378641777e-01,7.155506344535403351e-02,1.000000000000000000e+00
6.991563377632015186e-02,3.246110038422232447e-01,9.432600385568126189e-01,2.517814117409744937e-02,3.028558649154744487e-01,9.424892793212974462e-01,6.522466598888596034e-02,1.168359058755301244e-01,3.812425346968645323e-02,1.000000000000000000e+00
1.842199521401826634e-01,3.933584401673345110e-01,9.007397775065727474e-01,-1.761493884736338444e-01,3.645601284360815431e-01,8.992009573245898224e-01,5.392943265876272430e-02,1.477388750652521843e-01,5.262874812430610311e-02,1.000000000000000000e+00
9.236163660331951630e-02,3.734893945462779419e-01,9.230249185398036182e-01,-3.422193032818905689e-02,3.542616028045840193e-01,9.222524027900903532e-01,8.578771124500422784e-02,1.182922001523025873e-01,3.775587097811666099e-02,1.000000000000000000e+00
1.261813179600936863e-01,3.823626577538245530e-01,9.153562546644260500e-01,-2.980668120531100931e-02,3.528748481418644833e-01,9.129926983253299211e-01,1.226103044514253865e-01,1.472431444700377789e-01,6.573739999359959341e-02,1.000000000000000000e+00
1.923347293672215408e-01,3.062650435228318480e-01,9.323138285980722140e-01,-1.705922566330820012e-01,2.904650582702947292e-01,9.319870202256747005e-01,8.883090733294937702e-02,9.709957161633822609e-02,2.468337752544091587e-02,1.000000000000000000e+00
1.031967258131433890e-01,3.988696363806831235e-01,9.111824454822362584e-01,-5.827611914762831358e-02,3.846234439421620799e-01,9.096227744006813998e-01,8.516723639783389810e-02,1.056493880556291787e-01,5.329031100111392139e-02,1.000000000000000000e+00
1.717603728934505858e-01,4.758611392095843384e-01,8.625859670164240933e-01,-6.462624053210906661e-02,4.453985948486058888e-01,8.558759357356210407e-01,1.591385394277048948e-01,1.675228805767464690e-01,1.073821825180257261e-01,1.000000000000000000e+00
1.708394461429791067e-01,3.930071016834303932e-01,9.035260381792823425e-01,-5.175654723456291073e-02,3.831346905777148759e-01,9.027908862550856339e-01,1.628108601316150539e-01,8.753508353528242913e-02,3.644060047127618135e-02,1.000000000000000000e+00
1.347324920374541601e-01,4.133746017518499793e-01,9.005379471270917868e-01,-1.163018770056013784e-02,3.779473402628188983e-01,8.971837899990564580e-01,1.342295911663012875e-01,1.674346719223996638e-01,7.765205199352913368e-02,1.000000000000000000e+00
9.150628384504203017e-02,4.385585714341305175e-01,8.940318671269639195e-01,-4.782012218050193941e-02,4.234775626304281282e-01,8.924087225656670563e-01,7.801689495084551673e-02,1.140191849073532715e-01,5.384841062872237211e-02,1.000000000000000000e+00
1.776882239854561119e-01,4.636689326507677511e-01,8.680080736671705877e-01,1.456048923471492396e-01,4.567321601082148241e-01,8.674166844660570197e-01,1.018445887992125570e-01,7.990377355535965842e-02,3.203609622449204997e-02,1.000000000000000000e+00
7.953144103898975026e-02,4.842574588239732525e-01,8.713033131232829076e-01,1.644324453658690607e-02,4.587859074544293203e-01,8.678363406321980555e-01,7.781304404049688150e-02,1.549863785881453460e-01,7.765017281194579180e-02,1.000000000000000000e+00
1.259478080940565348e-01,4.511329675204269196e-01,8.835248696287593129e-01,1.032655656020415175e-01,4.100388280227809656e-01,8.774449325879043471e-01,7.210459988508192974e-02,1.881199455068250093e-01,1.034726317840817256e-01,1.000000000000000000e+00
1.246301272080248684e-01,3.921022019048100993e-01,9.114401761243089428e-01,-8.292151706645019271e-02,3.844686724855836957e-01,9.106399721740556785e-01,9.304133820666418697e-02,7.699335436109688846e-02,3.818423408091817933e-02,1.000000000000000000e+00
1.197420352265384097e-01,5.436853514967495693e-01,8.307033667727983239e-01,-3.325940597653070929e-02,5.282013307304328498e-01,8.275601495103236394e-01,1.150302869434040726e-01,1.288297933194962885e-01,7.219613916348328886e-02,1.000000000000000000e+00
1.316417296926702951e-01,4.639790253895870187e-01,8.760102276811904121e-01,4.277105402189774336e-02,4.484700286342732656e-01,8.744012049821797694e-01,1.244997266436114747e-01,1.189586878636662570e-01,5.307025275767179168e-02,1.000000000000000000e+00
1.213823520446069421e-01,3.840559530258203513e-01,9.152963178979516279e-01,-1.130435059516188140e-01,3.635577916358355144e-01,9.132156780828776244e-01,4.421358558234355501e-02,1.237930013992935979e-01,6.168042526748492016e-02,1.000000000000000000e+00
9.178690530994275398e-02,3.712373678531608046e-01,9.239902492575776671e-01,-8.029314260172169815e-02,3.607297255093512844e-01,9.232196721932984795e-01,4.447299447435469621e-02,8.769976296713190289e-02,3.772820693299832467e-02,1.000000000000000000e+00
1.164982344121413133e-01,4.187516358225240598e-01,9.005971512695417625e-01,-1.119748848962596188e-01,4.142454319294168741e-01,9.001212735233220519e-01,3.214753137669576488e-02,6.126707622900393058e-02,2.927322711227426516e-02,1.000000000000000000e+00
9.902040117649171802e-02,3.775386347040831092e-01,9.206842778372091862e-01,-7.660793940189560003e-02,3.531974986188390897e-01,9.181638384129994224e-01,6.273964830750052013e-02,1.333677159721132488e-01,6.807866984107983910e-02,1.000000000000000000e+00
3.996380853788449039e-02,4.379692850917902835e-01,8.981012188630708160e-01,-2.504561278959510986e-02,4.297328312558287844e-01,8.973019472669329089e-01,3.114198569209032999e-02,8.453868005039648359e-02,3.788158859266308603e-02,1.000000000000000000e+00
1.809862433467546716e-01,4.632745459387940246e-01,8.675371316574488345e-01,-1.692050535112644416e-01,4.594201660659662512e-01,8.670056223365469883e-01,6.423137976893251999e-02,5.963569339511107931e-02,3.036322843919365966e-02,1.000000000000000000e+00
1.444026778298245772e-01,4.572433259267173478e-01,8.775399748906311803e-01,-1.254545787740269647e-01,4.546091037562382531e-01,8.772492893641889999e-01,7.150721662220931030e-02,4.901042630375813253e-02,2.258521288531665019e-02,1.000000000000000000e+00
1.237446145722107260e-01,4.042309822136133102e-01,9.062475287596609697e-01,-1.112002171689638469e-01,3.998410519992921519e-01,9.058297018505500064e-01,5.428850096659755542e-02,5.941228927992854569e-02,2.751607945067807356e-02,1.000000000000000000e+00
1.490564503039925048e-01,4.476862703548488143e-01,8.816797479575781971e-01,-1.235672447282542136e-01,4.346235976819818880e-01,8.804866443706379497e-01,8.336043070602694449e-02,1.073560664434269757e-01,4.585244860934267058e-02,1.000000000000000000e+00
1.287472436568395384e-01,4.390465780735083312e-01,8.891919081574625183e-01,-8.834897623810582246e-02,4.358614432208633982e-01,8.885125814858615412e-01,9.364993938552346187e-02,5.278920373981121211e-02,3.475114493134724702e-02,1.000000000000000000e+00
1.697982719088016179e-01,4.243693156431008751e-01,8.894263492821600225e-01,-1.425381186460906446e-01,4.166636007560852728e-01,8.887770803435947053e-01,9.227316986019457046e-02,8.050316679713528933e-02,3.397840863410700463e-02,1.000000000000000000e+00
1.634456342852968480e-01,4.615551674560177675e-01,8.719245105097828130e-01,-1.947179728598823559e-02,4.231056930637325242e-01,8.675080772940381157e-01,1.622816208859659548e-01,1.844308680845243575e-01,8.764752054294257244e-02,1.000000000000000000e+00
1.646544512327641763e-01,3.582637893516861238e-01,9.189863812530673082e-01,-1.590947802786280840e-01,3.516883713555584712e-01,9.185246957288474290e-01,4.242569031680883118e-02,6.832446277801343393e-02,2.912648734119009306e-02,1.000000000000000000e+00
1.952056111192337906e-01,4.323108078370749841e-01,8.803420555754576382e-01,-7.137081975340990592e-02,4.154821021017628957e-01,8.781361740273999628e-01,1.816904970001452790e-01,1.194456253106186139e-01,6.228157576155381181e-02,1.000000000000000000e+00
1.398119322040611290e-01,4.161741057016788425e-01,8.984718901316695039e-01,-9.320700743118377762e-02,4.051144623779476817e-01,8.973576901876766376e-01,1.042105088383903505e-01,9.530560649205578605e-02,4.473156847029285260e-02,1.000000000000000000e+00
9.597735192943632199e-02,4.653127451093299061e-01,8.799274953968837520e-01,-1.217331785911405541e-02,4.538990308789072059e-01,8.783805315022360505e-01,9.520221854393859373e-02,1.024286118639178428e-01,5.215399345478827914e-02,1.000000000000000000e+00
1.299519767356573374e-01,4.098483303047708581e-01,9.028492841492906651e-01,-3.900405576390477552e-02,3.852529011245063306e-01,9.017006573940805625e-01,1.239604771347344869e-01,1.398422540892412802e-01,4.552751194573942395e-02,1.000000000000000000e+00
1.324283176181177135e-01,4.738982212091140123e-01,8.705648836403133695e-01,-4.420825976157197364e-03,4.667460674268754661e-01,8.697036419982003830e-01,1.323545073084161916e-01,8.202214705010474338e-02,3.871423152715936650e-02,1.000000000000000000e+00
9.007052365097360791e-02,5.057148354184286543e-01,8.579859008206085491e-01,-6.333785850282112884e-02,4.788959949508808100e-01,8.545224321027644621e-01,6.403916700767746384e-02,1.624996024065730738e-01,7.701440800348607896e-02,1.000000000000000000e+00
7.582399698912081765e-02,3.383547156690340230e-01,9.379588519040272798e-01,-1.567812878616882746e-02,3.049968356483978016e-01,9.364942056321021724e-01,7.418540824967201353e-02,1.464952008085489699e-01,5.239666671286194455e-02,1.000000000000000000e+00
1.068825699508970800e-01,3.855941148862142565e-01,9.164569246864844310e-01,-9.454059353696217180e-03,3.664431161744670096e-01,9.152228654763266968e-01,1.064636300388315526e-01,1.200094331426870969e-01,4.754367797205002327e-02,1.000000000000000000e+00
1.339233108987320786e-01,3.261923717896995090e-01,9.357687125482088142e-01,-1.122364906636102999e-01,3.010491602259118826e-01,9.349728602310053427e-01,7.306451509177193382e-02,1.255821107525382507e-01,3.858541195302670618e-02,1.000000000000000000e+00
1.075416068981785572e-01,3.519353579456983572e-01,9.298259550116843020e-01,-7.062094214578719387e-02,3.396923837780645439e-01,9.290138782766809156e-01,8.110412902364308452e-02,9.201945759209267939e-02,3.885254924340521970e-02,1.000000000000000000e+00
1.485658597558856264e-01,4.347941030090985981e-01,8.881904487797129821e-01,1.677753676467001742e-02,4.303372523434978447e-01,8.877214277242857499e-01,1.476154766449494782e-01,6.209477640619449901e-02,2.886070100783176898e-02,1.000000000000000000e+00
1.100006749268092332e-01,2.815239167750965832e-01,9.532282705623323915e-01,5.105653892211547973e-02,2.569885449017313417e-01,9.526506181421096064e-01,9.743396901311197900e-02,1.149460895623783258e-01,3.318034889375697655e-02,1.000000000000000000e+00
9.385620994233967451e-02,2.517824038288252186e-01,9.632220060699598907e-01,1.034199829536280001e-02,2.278034102821670237e-01,9.630392220579144791e-01,9.328467835609047243e-02,1.072379836701355948e-01,1.876405487960372195e-02,1.000000000000000000e+00
1.880772887332318732e-01,3.070941826094408245e-01,9.329094792476898546e-01,-5.473183838790832145e-02,2.940658313809227375e-01,9.323351521781647611e-01,1.799374680379918490e-01,8.849928704123725953e-02,3.273011584327532170e-02,1.000000000000000000e+00
1.182847516734330112e-01,3.222283862101151253e-01,9.392430913464198117e-01,-6.186123765077713305e-02,3.081958951123684454e-01,9.387603841264523519e-01,1.008189950096696208e-01,9.405542576300994495e-02,3.010856749722398695e-02,1.000000000000000000e+00
5.489553711001927266e-02,4.488342385067083384e-01,8.919272988027139304e-01,-3.227938632963093385e-02,4.308526271322631884e-01,8.898046193985665875e-01,4.440226585186771852e-02,1.257703754829559983e-01,6.149833856680732291e-02,1.000000000000000000e+00
9.308395656060451662e-02,4.677578364886527118e-01,8.789413993176555806e-01,-2.806931226472547669e-02,4.328113403982642993e-01,8.735325649970485662e-01,8.875098127886722754e-02,1.774027542604763030e-01,9.735934122700069804e-02,1.000000000000000000e+00
7.466558091989126955e-02,3.490205777050870428e-01,9.341357970682326872e-01,-2.302723792858671955e-03,3.391447528844864223e-01,9.337239024226612338e-01,7.463006389678780717e-02,8.243906993964292274e-02,2.773736485138293337e-02,1.000000000000000000e+00
8.105554519467268737e-02,4.336693901201718049e-01,8.974189983870369813e-01,2.332962484528080475e-03,4.249819123759666084e-01,8.966499322749705847e-01,8.102196426186798750e-02,8.636847851194363879e-02,3.714508873704835262e-02,1.000000000000000000e+00
9.280269329683553392e-02,4.326517956311727309e-01,8.967720356110440161e-01,-4.593362125686729219e-02,4.099854172892457016e-01,8.946320556949509673e-01,8.063772269463712061e-02,1.382010632124119898e-01,6.191582008664423681e-02,1.000000000000000000e+00
1.311048312785928482e-01,3.699311207282126590e-01,9.197621916192143532e-01,-2.611033460013961749e-02,3.525651765304161356e-01,9.184609395601931459e-01,1.284785087540210036e-01,1.120126349181551489e-01,4.890799151864308469e-02,1.000000000000000000e+00
2.193265288799426393e-01,4.708967042680980430e-01,8.544894192668035515e-01,1.230647447919964860e-01,4.579048305858659518e-01,8.516471423061117152e-01,1.815466740532722945e-01,1.098493159591171636e-01,6.963700625926193266e-02,1.000000000000000000e+00
1.611287170031830140e-01,3.972176249591221064e-01,9.034687017150856425e-01,-7.668975664548964566e-02,3.857640440559169104e-01,9.027496704707161923e-01,1.417079555591266582e-01,9.469922857019667795e-02,3.603786125390557454e-02,1.000000000000000000e+00
2.168181011909633138e-01,3.651495929371333382e-01,9.053483781251231433e-01,2.995451600492281610e-02,3.547213822189176358e-01,9.049372411269595018e-01,2.147389484349908062e-01,8.664275052683131917e-02,2.728141116801512112e-02,1.000000000000000000e+00
2.559779421274259170e-01,4.537298992303372969e-01,8.535833126816833039e-01,1.850891918634568201e-01,4.424747985399140604e-01,8.498980227493421191e-01,1.768239178140905976e-01,1.004334312499304688e-01,7.923271177610212435e-02,1.000000000000000000e+00
2.154320668522318738e-01,5.058118374449196430e-01,8.353103672721713391e-01,1.038319930298272492e-01,5.037337438936687617e-01,8.344509450083572588e-01,1.887588213877126886e-01,4.580316760087151107e-02,3.788179044117684358e-02,1.000000000000000000e+00
9.573907421617137981e-02,4.130910349557063155e-01,9.056433219029741410e-01,-3.250534551477633066e-02,3.964319722386819289e-01,9.043821072050128862e-01,9.005205630486502744e-02,1.161287843203635956e-01,4.777897733181810103e-02,1.000000000000000000e+00
2.542074669331748638e-01,4.123722233700000683e-01,8.748301053051967813e-01,9.776086461281315032e-02,4.050611747167269794e-01,8.735562871888319370e-01,2.346577286064458756e-01,7.730650259986172890e-02,4.719243860158596482e-02,1.000000000000000000e+00
7.737349421266706551e-02,4.657484338133305313e-01,8.815280703379514415e-01,-1.402681438676073485e-02,4.616390905085310803e-01,8.810488258917487103e-01,7.609143240100679773e-02,6.173292244845162563e-02,2.906381235356209070e-02,1.000000000000000000e+00
1.128155010383132262e-01,3.814572024681559537e-01,9.174764658620091495e-01,-2.551579186580521519e-02,3.612920856527170876e-01,9.160383457332631485e-01,1.098921363883083452e-01,1.223831122318005393e-01,5.134992265728872268e-02,1.000000000000000000e+00
8.561119547430189047e-02,4.716588271245627517e-01,8.776153337339445137e-01,-4.114403604085629940e-02,4.569770557860329263e-01,8.744742275869219483e-01,7.507626181961811473e-02,1.167648050126707943e-01,7.418557333605436954e-02,1.000000000000000000e+00
1.774221144934861605e-01,4.006898817474648378e-01,8.988709651300695880e-01,1.189651191192647173e-01,3.889578169116583162e-01,8.980672384960982635e-01,1.316279117219401051e-01,9.625070388373405117e-02,3.800325109586025207e-02,1.000000000000000000e+00
2.089255032180468985e-01,3.507075690301325044e-01,9.128824322606174935e-01,1.656804959494818930e-01,3.306796088971776792e-01,9.114586194974974021e-01,1.272785887604346855e-01,1.168194985207295505e-01,5.096587165718670376e-02,1.000000000000000000e+00
1.235528407959235186e-01,4.114766771260464640e-01,9.030069987063026327e-01,4.636134281583251249e-02,3.908121562614288447e-01,9.017138066511934946e-01,1.145248023838316143e-01,1.287591330235846598e-01,4.830994315023233454e-02,1.000000000000000000e+00
2.095302705181855962e-01,4.704786662715351175e-01,8.571737807002343112e-01,1.624630398252217278e-01,4.572767897695951267e-01,8.555299124936334154e-01,1.323204253098230199e-01,1.106711929756609147e-01,5.306090037465720222e-02,1.000000000000000000e+00
